0, 0, 0, 	dt: 0
4, 0, 5, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 32, 0, 	dt: 32
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 5
2, 31, 0, 	dt: 31
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
4, 0, 36, 	dt: 6
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 39, 4, 	dt: 39
3, 0, 0, 	dt: 0
0, 0, 32, 	dt: 32
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 34, 	dt: 34
4, 0, 39, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 31, 	dt: 31
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 5
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 6
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 5
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 29
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 5
0, 0, 30, 	dt: 29
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 29
4, 0, 35, 	dt: 4
1, 0, 0, 	dt: 0
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 29
4, 35, 0, 	dt: 4
3, 0, 0, 	dt: 0
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 4
2, 30, 0, 	dt: 30
3, 0, 0, 	dt: 4
0, 0, 30, 	dt: 30
1, 0, 0, 	dt: 5
2, 30, 0, 	dt: 30
